Number of Records,Asian Hospice Beneficiaries,Average Age,Black Hospice Beneficiaries,City,Female Hospice Beneficiaries,Hispanic Hospice Beneficiaries,Home Health Visit Hours Per Day,Home Health Visit Hours Per Day During Week Prior To Death,Hospice Beneficiaries,Hospice Beneficiaries With A Primary Diagnosis Of Cancer,Hospice Beneficiaries With A Primary Diagnosis Of Circulatory Heart Disease,Hospice Beneficiaries With A Primary Diagnosis Of Dementia,Hospice Beneficiaries With A Primary Diagnosis Of Respiratory Disease,Hospice Beneficiaries With A Primary Diagnosis Of Stroke,Hospice Beneficiaries With More Than One Hundred Eighty Hospice Care Days,Hospice Beneficiaries With More Than Sixty Hospice Care Days,Hospice Beneficiaries With Other Primary Diagnoses,Hospice Beneficiaries With Seven Or Fewer Hospice Care Days,Hrr,Male Hospice Beneficiaries,Medicaid Eligible Hospice Beneficiaries,Medicare Advantage Hospice Beneficiaries,Name,Other Unknown Race Hospice Beneficiaries,Percent Routine Home Care Days,Physician Services,Provider Id,Site Of Service Assisted Living Facility Hospice Beneficiaries,Site Of Service Home Hospice Beneficiaries,Site Of Service Inpatient Hospice Hospice Beneficiaries,Site Of Service Inpatient Hospital Hospice Beneficiaries,Site Of Service Long Term Care Or Non Skilled Nursing Facility Hospice Beneficiaries,Site Of Service Other Facility Hospice Beneficiaries,Site Of Service Skilled Nursing Facility Hospice Beneficiaries,Skilled Nursing Visit Hours Per Day,Skilled Nursing Visit Hours Per Day During Week Prior To Death,Social Service Visit Hours Per Day,Social Service Visit Hours Per Day During Week Prior To Death,State,Street Address,Total Charge Amount,Total Days,Total Live Discharges,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,White Hospice Beneficiaries,Zip Code
1,,82.1,36,BAY CITY,537,16,0.25,0.149,905,218,214,194,103,42,146,329,134,253,MI - Saginaw,368,387,157,HEARTLAND HOME HEALTH CARE AND HOSPICE,,99,,231550,55,416,0,50,353,11,20,0.3,0.426,0.058,0.148,MI,1426 STRAITS DRIVE,15898645,70144,69,9929996,10877576,844,48706
1,,81.8,,MIDLAND,262,,0.061,0.053,500,148,122,61,74,23,57,147,72,145,MI - Saginaw,238,118,119,MIDMICHIGAN HOSPICE,,99,174,231559,23,357,,13,0,,95,0.104,0.147,0.02,0.032,MI,3007 NORTH SAGINAW ROAD,8562419,31699,28,4428141,4919293,489,48640
1,0,82,0,WEST BRANCH,151,,0.289,0.169,269,50,90,59,49,,47,119,15,53,MI - Saginaw,118,85,55,HEARTLAND HOME HEALTH CARE AND HOSPICE,,100,0,231576,35,161,0,,62,,,0.259,0.422,0.053,0.124,MI,"417 WEST HOUGHTON AVE, SUITE E",5301695,23208,39,3198279,3567065,265,48661
1,0,83.9,,BAY CITY,126,,0.256,0.18,208,48,51,33,23,20,24,60,33,59,MI - Saginaw,82,86,46,HOSPICE ADVANTAGE,,100,,231596,29,95,,,0,0,77,0.273,0.413,0.074,0.14,MI,"401 CENTER AVENUE, SUITE 130",3376386,13244,13,1888149,2046187,193,48708
1,0,81.9,,WEST BRANCH,274,,0.295,0.195,494,87,158,97,51,28,82,249,73,68,MI - Saginaw,220,177,78,HOSPICE ADVANTAGE,,99,164,231600,100,263,0,0,0,0,131,0.27,0.483,0.048,0.098,MI,"3217 WEST M-55, SUITE B",11950236,46961,76,6506673,7255712,488,48661
1,,82.7,0,CASS CITY,96,,0.34,0.176,170,48,44,18,15,,19,52,35,37,MI - Saginaw,74,55,23,HOSPICE ADVANTAGE,,99,0,231605,20,93,0,11,,,42,0.318,0.436,0.05,0.102,MI,5986 CASS CITY ROAD,2743995,10810,17,1502402,1664161,167,48726
1,0,83.2,,SAGINAW,,0,0,,18,0,,0,,0,0,0,,0,MI - Saginaw,,,,FIRST STATE HOSPICE CARE INC,,100,,231634,,13,0,0,0,,0,0.187,,0,,MI,3901 FORTUNE BLVD,76279,532,,79935,82540,16,48603
1,0,80.5,0,TAWAS CITY,15,0,0.262,0.148,28,,,,,,,16,,,MI - Saginaw,13,,,HOSPICE ANGELIC CARE,0,100,0,231614,0,20,0,0,,,0,0.216,0.363,0.07,0.09,MI,314 W M-55,652969,3229,,444938,495725,28,48763
1,,83.9,15,SAGINAW,65,,0.214,0.091,112,26,16,30,,,11,45,,23,MI - Saginaw,47,21,22,AMERICANS HOSPICE CARE,,100,35,231608,15,93,0,,0,0,,0.254,0.38,0.017,0.036,MI,"2575 NORTH MCLEOD DRIVE, SUITE C",1880374,8267,24,1205507,1284323,92,48604
1,0,79.7,,SAGINAW,52,,0.273,0.156,102,41,19,,,17,16,38,13,24,MI - Saginaw,50,26,21,HOSPICE OF SAGINAW COUNTY,,100,23,231532,,62,0,,30,,0,0.216,0.37,0.054,0.126,MI,"3995 FASHION SQUARE BOULEVARD, SUITE 1",1881670,8396,13,1263250,1294709,86,48603
1,,82.6,,ALPENA,85,,0.3,0.2,138,27,35,18,26,,27,67,26,33,MI - Saginaw,53,44,17,HOSPICE OF THE SUNRISE SHORES,,99,0,231580,,65,0,14,29,25,,0.234,0.274,0.062,0.127,MI,2078 M-32 WEST,3309738,13133,,1842384,2055128,137,49707
1,0,84.2,,FRANKENMUTH,94,0,0.198,0.149,154,51,23,31,,,15,37,,46,MI - Saginaw,60,33,50,WELLSPRING LUTHERAN SERVICES,,99,0,231587,19,89,0,,42,,0,0.316,0.331,0.086,0.139,MI,100 MAYER RD,2751438,8111,11,1184988,1250989,147,48734
1,0,80.1,,TAWAS CITY,52,,0.034,0.03,114,51,21,,21,,,29,,30,MI - Saginaw,62,18,23,REVERENCE HOME HEALTH AND HOSPICE,0,99,0,231538,0,95,0,,0,0,,0.1,0.109,0.023,0.032,MI,"716 GERMAN STREET, SUITE B",1481391,5914,11,840974,925016,102,48764
1,0,83.3,,SAGINAW,109,,0.269,0.142,175,42,30,39,15,11,23,70,38,27,MI - Saginaw,66,51,39,SOUTHERNCARE SAGINAW,,100,,231594,71,74,0,,20,0,,0.191,0.312,0.024,0.045,MI,6272 STATE STREET,3831935,13176,36,1896429,2048043,157,48603
1,0,81.5,,MARLETTE,101,,0.522,0.29,182,79,37,,22,,11,40,,56,MI - Saginaw,81,52,32,UNITED HOSPICE SERVICE,,96,44,231512,12,68,23,,28,,22,0.613,0.52,0.066,0.069,MI,2770 MAIN STREET,2389908,8127,,1236739,1363411,179,48453
1,,79.8,193,RIDGELAND,495,0,0.482,0.187,865,335,113,117,106,71,34,109,123,389,MS - Jackson,370,149,117,"HOSPICE MINISTRIES, INC",,89,367,251505,,297,229,143,46,,0,0.407,0.342,0.028,0.035,MS,450 TOWNE CENTER BLVD,12039308,26997,56,4981631,5655961,665,39157
1,,80.4,217,JACKSON,469,0,0.319,0.132,812,289,150,179,83,43,131,314,68,131,MS - Jackson,343,195,102,"STA-HOME HOSPICE OF MS, INC",,100,28,251511,29,676,,,48,,44,0.22,0.23,0.048,0.07,MS,"833 E RIVER PL (MAIL 406 BRIARWOOD DR, STE 500)",13628910,63055,170,8476534,9762186,587,39206
1,,80.1,160,MCCOMB,405,,0.246,0.113,691,177,147,121,86,58,157,300,102,131,MS - Jackson,286,266,74,HOSPICE COMPASSUS-MISSISSIPPI,,100,0,251549,24,408,,33,202,,21,0.181,0.25,0.032,0.104,MS,119-D WEST PRESLEY BLVD,18525178,68924,76,9287261,10682690,523,39648
1,0,79.6,78,RICHLAND,116,0,0.112,0.059,209,54,43,49,28,14,44,100,21,30,MS - Jackson,93,62,41,"ST JOSEPH HOSPICE OF WEST MISSISSIPPI, LLC",0,98,43,251575,,185,,,0,0,,0.073,0.156,0.01,0.039,MS,120-C SCARBOROUGH STREET,3498952,21236,41,3026150,3459287,131,39218
1,,82.5,67,JACKSON,178,,0.51,0.185,261,58,42,96,20,12,46,94,33,46,MS - Jackson,83,128,28,HOSPICE ADVANTAGE OF JACKSON,,99,,251586,,101,,14,0,0,134,0.324,0.43,0.039,0.083,MS,"13 NORTHTOWN DRIVE, SUITE 130",6726414,22667,26,3089796,3542879,193,39211
1,,80.2,83,FLOWOOD,193,,0.281,0.11,303,68,36,86,36,39,59,126,38,68,MS - Jackson,110,74,43,GENTIVA HOSPICE,0,98,0,251590,36,156,,43,67,,0,0.182,0.24,0.045,0.085,MS,106 RIVERVIEW DRIVE,5239953,27395,51,3803201,4311392,218,39232
1,,81.8,78,FLOWOOD,127,,0.338,0.111,217,54,46,51,28,23,39,101,15,33,MS - Jackson,90,46,41,"CAMELLIA HOSPICE OF CENTRAL MISSISSIPPI, LLC",,99,0,251615,,171,,,32,0,0,0.169,0.24,0.027,0.058,MS,225 KATHERINE DRIVE,4615667,19733,49,2699501,3085006,134,39232
1,0,85.4,,CARTHAGE,,0,0,,19,,,,,,,12,,,MS - Jackson,,,0,"INFINITY HOSPICE, LLC",,88,0,251631,0,13,,0,0,,0,0,,0,,MS,206 NORTH VAN BUREN STREET,493000,2481,,453361,533960,15,39051
1,0,77.6,11,BYRAM,,0,0.37,0.167,19,,,,,,,11,,,MS - Jackson,,,,"ALPHA HEALTHCARE, LLC",,100,0,251643,0,19,0,0,0,0,0,0.125,0.292,0.011,,MS,"6644 GARY ROAD, STE D",507100,2654,,359417,408477,,39272
1,0,79.7,14,TYLERTOWN,,0,0.148,0.352,20,,,,,0,,13,0,,MS - Jackson,,,,"L& L HOSPICE, INC",,100,0,251647,0,20,0,0,0,0,0,0.124,0.318,0.034,,MS,423 A BEULAH AVENUE,481286,2697,,358110,417372,,39667
1,0,74.8,,FAYETTE,,0,0.252,0.308,12,,,0,0,,,,,,MS - Jackson,,,,"AT HOME HOSPICE CARE, INC",0,100,0,251666,0,12,0,0,0,0,0,0.205,0.442,0.039,,MS,5 HARRISON ST / MAIL - PO BOX 9,92636,634,,83671,97751,,39069
1,,72.6,12,JACKSON,,,0.189,,17,0,12,,,0,,11,,,MS - Jackson,,,,"NORTH LION HOSPICE & PALLIATIVE CARE, LLC",0,100,0,251683,0,17,0,0,0,0,0,0.112,,0.023,,MS,"135 BOUNDS STREET SUITE C, ROOM 4",297982,1374,,182381,206829,,39206
1,0,78.8,15,NATCHEZ,,0,1.271,0.263,32,11,,,,,,14,,,MS - Jackson,,,,"COMPASSIONATE CARE HOSPICE OF SOUTHERN MS, LLC",0,100,0,251689,0,32,0,0,0,0,0,0.325,0.597,0.069,0.124,MS,113 JEFFERSON DAVIS BOULEVARD SUITE A,499232,2234,,296972,344283,17,39120
1,0,71.2,21,RULEVILLE,15,0,0.077,,26,,,12,,,,18,,,MS - Jackson,11,,,SAINT ANTHONY'S HOSPICE & PALLIATIVE CARE,,100,0,251678,0,26,0,0,0,0,0,0.163,0.638,0.049,0.188,MS,108 NORTH RUBY AVENUE,937750,3137,11,410745,482585,,38771
1,0,82.1,30,JACKSON,25,0,0.037,0,37,,,14,,,12,30,,,MS - Jackson,12,14,,"PHYSICIAN HOSPICE CARE, LLC",,100,0,251644,0,37,0,0,0,0,0,0.01,,0.006,0,MS,"308 EAST PEARL STREET, SUITE 301",869750,4822,,671463,745803,,39201
1,0,74.9,28,BELZONI,19,0,1.638,0.415,33,28,,0,0,0,,,,,MS - Jackson,14,13,,MID DELTA HOSPICE,,100,0,251560,0,33,0,0,0,0,0,0.412,0.335,0.065,0.129,MS,405 HAYDEN STREET,291398,1172,,155339,180086,,39038
1,0,80.2,14,YAZOO CITY,17,0,0.161,0.093,34,15,12,,,,,19,0,,MS - Jackson,17,,,CONTINUE CARE HOSPICE,0,100,0,251602,0,34,0,0,0,0,0,0.137,0.126,0.026,0.038,MS,"15359 HIGHWAY 49, SUITE 3",1069868,3928,,520429,603341,20,39194
1,0,81.6,19,BROOKHAVEN,41,0,0.311,0.095,59,,27,11,,,,26,,,MS - Jackson,18,29,,SOUTHERN CARE BROOKHAVEN,0,100,0,251664,,34,0,,,0,12,0.16,0.325,0.008,0.014,MS,706 US HIGHWAY 51 NORTH,1631534,5160,15,689829,795355,40,39601
1,,80.9,59,VICKSBURG,46,0,0.437,0.137,69,13,23,19,,,24,41,,,MS - Jackson,23,25,17,SERENITY PREMIER HOSPICE,0,100,0,251660,0,56,,,0,0,,0.198,0.25,0.029,0.059,MS,2705 CLAY ST /   MAIL   PO BOX 820472    ZIP-39182,2118050,9886,25,1341883,1540112,,39183
1,0,82.6,20,YAZOO CITY,41,0,0.702,0.491,64,16,,22,,,,25,,,MS - Jackson,23,30,,"CORNERSTONE PALLIATIVE AND HOSPICE, LLC",0,100,0,251676,,17,0,,0,0,36,0.209,0.403,0.006,0,MS,306 EAST JEFFERSON STREET,1103847,4664,,632171,727008,44,39194
1,0,80.2,21,VIDALIA,43,,0.183,0.065,73,15,16,20,,,14,29,,,MS - Jackson,30,29,,"CAMELLIA HOSPICE OF EAST LOUISIANA, LLC",,99,0,191571,0,51,0,,20,,0,0.172,0.185,0.028,0.041,LA,4004 CARTER STREET,1489658,7074,,949134,1100013,51,71373
1,,75.6,26,WALNUT GROVE,32,0,0.141,0.261,63,12,25,,,,22,35,,,MS - Jackson,31,22,,"HOMECARE HOSPICE, INC",,100,0,251573,0,50,0,0,0,0,13,0.121,0.665,0.019,0.074,MS,16482 HWY 21,2249277,8646,20,1144004,1327799,35,39189
1,,82.1,48,MCCOMB,79,,0.313,0.094,118,28,27,30,,,21,58,,,MS - Jackson,39,50,14,"CAMELLIA HOSPICE OF SOUTHWEST MISSISSIPPI, LLC",,100,0,251653,,70,0,,37,0,0,0.176,0.213,0.039,0.123,MS,1405 ASHTON AVENUE,2516594,11530,26,1530870,1773667,69,39648
1,0,85,44,RIDGELAND,121,0,0.285,0.144,164,17,36,52,11,20,,54,28,36,MS - Jackson,43,118,12,PAX HOSPICE,0,100,0,251574,0,14,0,,145,,0,0.142,0.289,0.015,0.037,MS,359 TOWNE CENTER BLVD SUITE 500,1768678,9355,24,1268411,1444349,120,39157
1,0,69.6,62,BENTONIA,33,0,0,0,76,,36,12,,,0,40,17,,MS - Jackson,43,31,30,"COMPASSIONATE HOSPICE CARE, LLC",0,100,0,251632,0,76,0,0,0,0,0,0,0,0,0,MS,"110 FOUR LANE HWY 49, ST B /PO BOX 59503 JXN 39284",824683,5369,,718998,829521,14,39040
1,,79.6,35,FLOWOOD,85,,0.252,0.11,139,25,24,45,19,12,34,73,14,13,MS - Jackson,54,76,14,GENTIVA HOSPICE,,99,0,251593,,62,,,66,0,0,0.136,0.226,0.064,0.107,MS,106 RIVERVIEW DRIVE,3228696,16298,11,2239601,2561364,103,39232
1,0,77.6,37,BROOKHAVEN,41,0,0.387,0.134,95,23,25,31,,,20,43,,,MS - Jackson,54,36,11,HOSPICE ADVANTAGE OF BROOKHAVEN,0,100,,251637,0,68,0,0,0,0,27,0.27,0.4,0.04,0.056,MS,102 N FIRST ST,2582046,9136,14,1217902,1408562,58,39601
1,,80.4,82,CLINTON,102,0,0.377,0.203,160,26,46,42,19,12,31,76,15,15,MS - Jackson,58,61,28,SOUTHERN CARE JACKSON,,100,,251559,,105,0,,32,0,16,0.173,0.235,0.029,0.04,MS,"322 HWY 80 EAST, SUITE 3",4391111,15354,73,2088514,2366420,74,39056
1,,80.6,45,MONTICELLO,89,,0.28,0.156,177,54,49,21,23,16,27,69,14,41,MS - Jackson,88,42,21,ST LUKE HOME HEALTH AND HOSPICE,,100,,251687,0,160,,,,0,,0.274,0.406,0.039,0.06,MS,1167 EAST BROAD STREET / PO BOX 803,3066851,13812,27,1848379,2139214,131,39654
1,,79.6,22,LENOIR,374,0,0.237,0.314,664,198,109,120,88,55,81,203,94,170,NC - Hickory,290,188,185,CALDWELL HOSPICE AND PALLIATIVE CARE INC,,93,1615,341504,16,309,169,16,37,23,94,0.263,0.538,0.102,0.187,NC,"902 KIRKWOOD STREET, NW",14084085,43908,42,7815871,8525372,637,28645
1,,79.7,25,VALDESE,331,0,0.54,0.732,581,137,97,109,112,32,69,184,94,167,NC - Hickory,250,191,155,BURKE HOSPICE AND PALLIATIVE CARE INC,,95,1247,341516,21,278,123,13,106,,,0.718,0.822,0.079,0.131,NC,1721 ENON ROAD,15793343,37932,36,6232723,6797567,544,28690
1,14,80.1,60,NEWTON,739,,0.247,0.447,1251,339,178,269,181,88,212,426,196,358,NC - Hickory,512,336,304,CATAWBA REGIONAL HOSPICE,,95,3549,341535,118,576,322,20,,,192,0.288,0.7,0.062,0.088,NC,3967 ROBINSON ROAD,27405102,99409,58,16243831,17764942,1164,28658
1,0,80.6,,TAYLORSVILLE,40,0,0.117,0.084,65,28,15,12,,0,,18,,,NC - Hickory,25,23,18,HOSPICE & HC OF ALEXANDER CO,,99,40,341521,,53,0,0,0,0,,0.224,0.423,0.049,0.072,NC,50 LUCY ECHERD LANE,960185,4207,14,604425,659824,59,28681
1,,81.4,42,ROCKY MOUNT,82,,0.299,0.134,156,66,23,,23,16,,36,,44,NC - Raleigh,74,28,32,HOSPICE AND HOME CARE OF NASH GENERAL HOSPITAL,,100,0,341510,,140,0,0,0,0,,0.263,0.338,0.055,0.079,NC,1771 JEFFRIES ROAD,1338128,6565,13,926187,1008396,112,27804
1,21,81.4,402,RALEIGH,1515,38,0.228,0.256,2558,899,358,507,185,201,181,654,408,719,NC - Raleigh,1043,417,726,TRANSITIONS LIFECARE,15,96,3002,341523,412,1229,430,85,327,35,40,0.283,0.377,0.061,0.086,NC,250 HOSPICE CIRCLE,34882675,127729,172,21637335,22316978,2082,27607
1,,81.1,32,WILSON,104,,0.396,0.087,159,54,19,29,17,19,,29,21,60,NC - Raleigh,55,42,31,HOSPICE OF WILSON MEDICAL CENTER INC,,94,26,341532,,76,0,56,0,,19,0.347,0.347,0.104,0.142,NC,1705 S TARBORO STREET,3196130,6085,15,1003956,1116246,122,27893
1,,78,51,FAYETTEVILLE,106,,0.222,0.087,178,42,20,37,30,13,34,77,36,18,NC - Raleigh,72,54,33,"HEALTHKEEPERZ, INC",23,98,148,341541,,159,,,0,0,14,0.238,0.29,0.086,0.141,NC,"1830 OWEN DRIVE, SUITES 10 & 20",3194638,15050,30,2227995,2421557,93,28303
1,,79.6,236,GOLDSBORO,642,,0.628,0.573,1155,450,246,110,99,155,64,218,95,386,NC - Raleigh,513,242,221,HOME HEALTH & HOSPICE/KITTY AS,,91,859,341551,81,511,419,,0,,49,0.552,0.781,0.055,0.053,NC,2402 WAYNE MEMORIAL DRIVE,19379483,45845,96,8360226,9157899,901,27534
1,,82.1,73,FRANKLINTON,197,,0.298,0.12,349,88,53,98,53,14,45,131,43,47,NC - Raleigh,152,71,96,AMEDISYS HOSPICE,,99,0,341560,76,246,0,0,,,26,0.353,0.371,0.078,0.118,NC,3320 US 1 HIGHWAY SUITE B,7236143,26116,83,3802854,4021229,268,27525
1,0,78.3,29,SMITHFIELD,146,,0.879,0.253,263,107,40,23,40,24,,23,29,115,NC - Raleigh,117,58,61,JOHNSTON HEALTH HOME CARE AND HOSPICE,,79,208,341561,0,69,139,0,0,55,0,0.245,0.128,0.02,0.025,NC,514 N BRIGHLEAF BLVD SUITE 1502,5637158,5224,16,1337883,1377158,229,27577
1,14,80.6,342,LILLINGTON,1025,15,0.312,0.108,1667,399,318,508,224,102,349,755,116,226,NC - Raleigh,642,578,345,COMMUNITY HOME CARE & HOSPICE,54,99,187,341576,285,973,49,,56,,277,0.162,0.28,0.046,0.066,NC,1231 NORTH MAIN STREET,32306563,165959,272,23662481,26051960,1242,27546
1,,80.6,201,WILSON,464,,0.273,0.113,755,248,123,212,76,49,145,308,47,96,NC - Raleigh,291,239,116,COMMUNITY HOME CARE & HOSPICE,,100,37,341585,165,473,,,18,,86,0.152,0.277,0.047,0.068,NC,"2841 DAISY LANE, SUITE E",13269570,67994,111,9709841,10558086,545,27896
1,,82.4,83,RALEIGH,219,,0.389,0.177,367,62,58,128,35,46,82,185,38,39,NC - Raleigh,148,104,122,HEARTLAND HOME HEALTH AND HOSPICE,,99,0,341587,61,192,,,93,0,16,0.224,0.365,0.065,0.153,NC,"4505 FALLS OF NEUSE ROAD, SUITE 650",9807464,40062,50,6018367,6197956,271,27609
1,0,81.4,242,ROCKY MOUNT,576,,0.324,0.122,1020,272,168,243,112,101,175,395,124,205,NC - Raleigh,444,439,226,UNITED HOSPICE OF EASTERN CAROLINA,,100,,341591,57,496,,13,416,,37,0.205,0.342,0.027,0.046,NC,301 SOUTH CHURCH STREET SUITE 135 STATION AQUARE C,17209980,85654,117,12186890,13232385,765,27804
1,0,73,0,SEVEN SPRINGS,,0,0.99,0.5,11,,0,,,0,,,,,NC - Raleigh,,,,CAROLINA EAST HOME CARE & HOSPICE INC,0,99,18,341578,,,,0,0,0,0,0.201,0.625,0.089,0.118,NC,304 MAIN STREET,257094,925,,133137,147783,11,28578
1,0,83.8,17,ROANOKE RAPIDS,28,0,1.018,0.223,40,12,,13,,,,19,,,NC - Raleigh,12,22,,CONTINUUM HOME CARE & HOSPICE OF HALIFAX COUNTY,0,100,,341595,,16,0,0,0,,17,0.264,0.27,0.079,0.14,NC,544 JULIAN ALLSBROOK HIGHWAY,891347,3607,,485094,554820,23,27870
1,0,77.2,22,ROANOKE RAPIDS,24,0,0.308,0.094,54,34,,,,0,,15,,,NC - Raleigh,30,,,HOME HEALTH AND HOSPICE OF HALIFAX,0,100,0,341583,0,54,0,0,0,0,0,0.24,0.297,0.016,,NC,1229 JULIAN R ALLSBROOK HIGHWAY,672337,3515,11,479520,540100,32,27870
1,0,78.4,37,FAYETTEVILLE,87,,0.235,0.112,141,59,,25,24,,20,59,,21,NC - Raleigh,54,26,37,CAPE FEAR VALLEY HOMECARE AND HOSPIC,,100,0,341562,,130,0,0,0,0,,0.205,0.319,0.047,0.078,NC,"1830 OWEN DRIVE, SUITE 203",2515810,11957,30,1710843,1835578,99,28304
1,,83.7,,LINCOLN,449,,0.281,0.111,761,220,155,119,88,34,84,236,145,185,NE - Lincoln,312,203,44,HOSPICE OF TABITHA,,100,0,281502,107,247,0,0,398,,,0.252,0.347,0.061,0.099,NE,4720 RANDOLPH STREET,12484990,48914,37,7259012,7523859,738,68510
1,,82.1,0,LINCOLN,123,,0.175,0.116,216,76,50,11,22,15,14,54,42,56,NE - Lincoln,93,31,16,HEALTHCONNECT AT HOME,,100,0,281507,60,92,0,,56,0,,0.324,0.292,0.021,0.037,NE,"245 SOUTH 84, SUITE 300",2623440,10694,22,1624320,1644206,209,68510
1,0,84.7,0,LINCOLN,313,,0.292,0.147,495,91,118,151,51,28,75,153,56,111,NE - Lincoln,182,180,28,ASERACARE HOSPICE,,100,,281514,73,99,0,0,311,,,0.323,0.283,0.05,0.139,NE,"5715 S 34TH STREET, SUITE 100",8045540,35911,22,5236464,5520646,492,68516
1,,83.3,,LINCOLN,152,,0.156,0.111,247,61,68,54,21,16,,40,27,73,NE - Lincoln,95,46,20,HORISUN HOSPICE INC,,100,,281536,74,89,0,,20,,61,0.322,0.293,0.046,0.06,NE,3883 NORMAL BLVDSUITE 108,1807336,8125,,1222126,1249157,240,68506
1,,84,0,YORK,329,,0.306,0.175,543,103,121,132,66,37,80,189,84,117,NE - Lincoln,214,199,40,ASERACARE HOSPICE,,100,,281544,37,72,0,,415,,16,0.281,0.225,0.041,0.086,NE,"401 LINCOLN AVE, SUITE 2",8784471,41887,32,5977121,6451927,532,68467
1,0,86.4,0,LEXINGTON,,0,0.368,0.183,17,,,,,,,,,,NE - Lincoln,,,,LEXINGTON REGIONAL HEALTH CENTER HOSPICE,0,99,0,281533,,,0,,0,0,,0.299,0.275,0.013,,NE,1600 WEST 13TH STREET - P O BOX 980,230016,872,,126365,136684,17,68850
1,0,84.6,0,COZAD,29,0,0.214,0.11,59,16,,,,0,,11,20,19,NE - Lincoln,30,20,,CENTRAL PLAINS HOSPICE,0,98,0,281516,,17,0,,23,0,0,0.389,0.43,0.133,0.128,NE,835 MERIDIAN AVENUE,477929,1941,,289744,313229,59,69130
1,,79.4,,NORTH PLATTE,46,,0.082,0.09,85,41,,13,,,,14,,32,NE - Lincoln,39,24,18,GREAT PLAINS HEALTH HOME HEALTH & HOSPICE,,99,0,281515,,47,0,0,33,0,,0.285,0.282,0.081,0.147,NE,"600 EAST FRANCIS STREET, SUITES 8 & 9",1071245,3133,,446076,482237,80,69101
1,0,81.1,0,BEATRICE,65,0,0.213,0.097,110,40,19,16,17,,13,41,12,26,NE - Lincoln,45,34,,BEATRICE COMMUNITY HOSPITAL HOSPICE,0,99,0,281504,,57,0,,41,0,,0.23,0.316,0.001,,NE,1201 SOUTH 9TH STREET,1932484,7895,,1146564,1239621,110,68310
1,0,84,,LINCOLN,133,,0.326,0.119,213,28,43,69,22,,40,81,44,42,NE - Lincoln,80,110,,HOSPICE COMMUNITY CARE OF NEBRASKA,,100,0,281546,34,18,0,0,160,,,0.268,0.314,0.039,0.071,NE,"5550 SOUTH 59TH STREET, SUITE 12",5383548,18526,18,2775071,2845335,208,68516
1,,82.9,,HASTINGS,102,,0.197,0.109,186,50,36,43,13,11,11,34,33,81,NE - Lincoln,84,45,,MARY LANNING HOSPICE,,94,0,281522,,42,0,62,58,,14,0.398,0.325,0.045,0.064,NE,620 NORTH ST JOSEPH AVENUE,2146606,7211,,1215314,1312973,185,68901
1,0,82.4,,KEENE,198,,0.559,0.153,348,107,59,66,43,12,27,120,61,75,NH - Lebanon,150,56,21,VNA AT HCS,,99,39,301503,35,212,0,,86,,0,0.339,0.306,0.07,0.1,NH,312 MARLBORO STREET,6566911,21226,50,3374238,3271045,341,03431
1,,81.4,,SAINT JOHNSBURY,72,,0.58,0.204,131,58,19,15,12,,14,35,20,36,NH - Lebanon,59,36,,CALEDONIA HOME HEALTH CARE,,100,85,471502,,118,0,,0,0,,0.19,0.236,0.02,0.051,VT,161 SHERMAN DRIVE,3989504,7485,11,1150118,1159097,128,05819
1,0,81.5,,BELLOWS FALLS,177,,0.041,0.019,329,132,75,37,25,12,34,125,48,58,NH - Lebanon,152,62,18,VNA & HOSPICE OF VERMONT AND NH,,99,40,471506,17,287,0,,19,0,,0.243,0.284,0.032,0.052,VT,1 HOSPITAL COURT,5405161,23670,40,3664004,3652820,321,05101
1,,82.5,,NORWICH,350,,0.32,0.13,573,159,103,149,49,23,72,196,90,105,NH - Lebanon,223,218,28,BAYADA HOSPICE,,100,63,471510,98,284,0,,97,,91,0.261,0.255,0.08,0.096,VT,316 MAIN STREET UNIT EH-6,10898482,41351,42,6435939,6410958,564,05055
1,0,79,0,NEWPORT,23,0,0.263,0.106,42,18,16,,,0,,,,,NH - Lebanon,19,,,ORLEANS /ESSEX VNA & HOSPICE,0,100,0,471504,0,42,0,0,0,0,0,0.407,0.352,0.022,0.016,VT,46 LAKEMONT ROAD,404641,1435,,219412,221312,42,05855
1,0,79.3,0,LITTLETON,37,0,0.188,0.141,63,34,,,,,,15,11,14,NH - Lebanon,26,11,,NORTH COUNTRY HOME HEALTH & HOSPICE AGENCY,0,97,,301518,0,48,0,,12,,0,0.082,0.055,0.015,0.027,NH,536 COTTAGE STREET,661498,2544,,437618,422596,63,03561
1,0,81.2,0,NEWPORT,35,0,0.055,0.037,66,21,17,,,,,21,14,,NH - Lebanon,31,13,,CONNECTICUT VALLEY HOME CARE/HOSPICE,0,100,0,301523,,45,0,,0,0,18,0.067,0.1,0.002,,NH,958 JOHN STARK HIGHWAY,931801,4355,,690879,670653,66,03773
1,0,83.2,,LANCASTER,47,0,0.222,0.1,83,37,18,,11,0,,22,,23,NH - Lebanon,36,13,,NORTHWOODS HOME HEALTH & HOSPICE,,99,18,301525,0,68,0,0,15,0,0,0.287,0.319,0.096,0.117,NH,278 MAIN STREET,944887,3567,11,580903,560605,82,03584
