Number of Records,Address,City,County Name,Effectiveness Of Care National Comparison,Effectiveness Of Care National Comparison Footnote,Efficient Use Of Medical Imaging National Comparison,Efficient Use Of Medical Imaging National Comparison Footnote,Emergency Services,Hospital Name,Hospital Overall Rating,Hospital Overall Rating Footnote,Hospital Ownership,Hospital Type,Location,Meets Criteria For Meaningful Use Of Ehrs,Mortality National Comparison,Mortality National Comparison Footnote,Patient Experience National Comparison,Patient Experience National Comparison Footnote,Phone Number,Provider Id,Readmission National Comparison,Readmission National Comparison Footnote,Safety Of Care National Comparison,Safety Of Care National Comparison Footnote,State,Timeliness Of Care National Comparison,Timeliness Of Care National Comparison Footnote,Zip Code
1,2211 NORTH OAK PARK AVE,CHICAGO,COOK,Not Available,19,Not Available,19,False,SHRINERS HOSPITAL FOR CHILDREN,Not Available,19,Voluntary non-profit - Private,Childrens,"2211 NORTH OAK PARK AVE CHICAGO, IL 60707 (41.916766, -87.79499)",,Not Available,19,Not Available,19,(773) 622-5400,143302,Not Available,19,Not Available,19,IL,Not Available,19,60707
1,555 WILSON LANE,DES PLAINES,COOK,Not Available,19,Not Available,19,False,CHICAGO BEHAVIORAL HOSPITAL,Not Available,19,Proprietary,Psychiatric,"555 WILSON LANE DES PLAINES, IL 60016 (42.044727, -87.879073)",,Not Available,19,Not Available,19,(847) 768-5430,144040,Not Available,19,Not Available,19,IL,Not Available,19,60016
1,750 S STATE ST,ELGIN,KANE,Not Available,19,Not Available,19,False,ELGIN MENTAL HEALTH CENTER,Not Available,19,Government - State,Psychiatric,"750 S STATE ST ELGIN, IL 60123 (42.014691, -88.285998)",,Not Available,19,Not Available,19,(847) 742-1040,144037,Not Available,19,Not Available,19,IL,Not Available,19,60123
1,4840 N MARINE DR,CHICAGO,COOK,Not Available,19,Not Available,19,True,AURORA CHICAGO LAKESHORE HOSPITAL,Not Available,19,Proprietary,Psychiatric,"4840 N MARINE DR CHICAGO, IL 60640 (41.970697, -87.650139)",,Not Available,19,Not Available,19,(773) 878-9700,144005,Not Available,19,Not Available,19,IL,Not Available,19,60640
1,720 SOUTH SIXTH ST,MONTICELLO,WHITE,Same as the national average,,Same as the national average,,True,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,4,,Voluntary non-profit - Private,Critical Access Hospitals,"720 SOUTH SIXTH ST MONTICELLO, IN 47960 (40.734862, -86.775623)",True,Same as the national average,,Not Available,16,(574) 583-7111,151312,Above the national average,,Not Available,5,IN,Above the national average,,47960
1,5454 HOHMAN AVE,HAMMOND,LAKE,Same as the national average,,Same as the national average,,True,FRANCISCAN HEALTH HAMMOND,3,,Voluntary non-profit - Church,Acute Care Hospitals,"5454 HOHMAN AVE HAMMOND, IN 46320 (41.61449, -87.52201)",True,Same as the national average,,Below the national average,,(219) 932-2300,150004,Same as the national average,,Above the national average,,IN,Below the national average,,46320
1,615 N MICHIGAN ST,SOUTH BEND,ST. JOSEPH,Below the national average,,Same as the national average,,True,MEMORIAL HOSPITAL OF SOUTH BEND,4,,Voluntary non-profit - Private,Acute Care Hospitals,"615 N MICHIGAN ST SOUTH BEND, IN 46601 (41.683711, -86.25057)",True,Below the national average,,Same as the national average,,(574) 647-1000,150058,Above the national average,,Same as the national average,,IN,Same as the national average,,46601
1,1101 MICHIGAN AVE,LOGANSPORT,CASS,Same as the national average,,Same as the national average,,True,MEMORIAL HOSPITAL,3,,Government - Local,Acute Care Hospitals,"1101 MICHIGAN AVE LOGANSPORT, IN 46947 (40.762465, -86.361246)",True,Same as the national average,,Same as the national average,,(574) 753-7541,150072,Above the national average,,Not Available,5,IN,Above the national average,,46947
1,416 E MAUMEE ST,ANGOLA,STEUBEN,Same as the national average,,Same as the national average,,True,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,4,,Voluntary non-profit - Private,Critical Access Hospitals,"416 E MAUMEE ST ANGOLA, IN 46703 (41.634883, -84.99552)",True,Same as the national average,,Above the national average,,(260) 665-2141,151315,Above the national average,,Not Available,5,IN,Above the national average,,46703
1,4321 FIR ST,EAST CHICAGO,LAKE,Same as the national average,,Same as the national average,,True,ST CATHERINE HOSPITAL INC,4,,Voluntary non-profit - Private,Acute Care Hospitals,"4321 FIR ST EAST CHICAGO, IN 46312 (41.634064, -87.448542)",True,Above the national average,,Above the national average,,(219) 392-7004,150008,Above the national average,,Below the national average,,IN,Same as the national average,,46312
1,1500 S LAKE PARK AVE,HOBART,LAKE,Same as the national average,,Same as the national average,,True,ST MARY MEDICAL CENTER INC,5,,Voluntary non-profit - Private,Acute Care Hospitals,"1500 S LAKE PARK AVE HOBART, IN 46342 (41.512654, -87.258902)",True,Above the national average,,Above the national average,,(219) 942-0551,150034,Below the national average,,Above the national average,,IN,Same as the national average,,46342
1,8111 S EMERSON AVE,INDIANAPOLIS,MARION,Same as the national average,,Same as the national average,,True,FRANCISCAN HEALTH INDIANAPOLIS,2,,Voluntary non-profit - Church,Acute Care Hospitals,"8111 S EMERSON AVE INDIANAPOLIS, IN 46237 (39.648365, -86.082674)",True,Same as the national average,,Above the national average,,(317) 528-5000,150162,Above the national average,,Below the national average,,IN,Below the national average,,46237
1,2520 E DUPONT RD,FORT WAYNE,ALLEN,Same as the national average,,Same as the national average,,True,DUPONT HOSPITAL LLC,4,,Proprietary,Acute Care Hospitals,"2520 E DUPONT RD FORT WAYNE, IN 46825 (41.178689, -85.110603)",True,Same as the national average,,Same as the national average,,(260) 416-3000,150150,Same as the national average,,Above the national average,,IN,Above the national average,,46825
1,10 JOHN KISSINGER DRIVE,WABASH,WABASH,Same as the national average,,Not Available,5,True,"PARKVIEW WABASH HOSPITAL, INC",4,,Voluntary non-profit - Private,Critical Access Hospitals,"10 JOHN KISSINGER DRIVE WABASH, IN 46992 (40.81877, -85.829126)",True,Same as the national average,,Above the national average,,(260) 563-3131,151310,Same as the national average,,Not Available,5,IN,Above the national average,,46992
1,1000 S MAIN ST,TIPTON,TIPTON,Same as the national average,,Same as the national average,,True,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,4,,Voluntary non-profit - Other,Critical Access Hospitals,"1000 S MAIN ST TIPTON, IN 46072 (40.272216, -86.041102)",True,Same as the national average,,Not Available,16,(765) 675-8500,151311,Above the national average,,Not Available,5,IN,Above the national average,,46072
1,1701 S CREASY LN,LAFAYETTE,TIPPECANOE,Same as the national average,,Above the national average,,True,FRANCISCAN HEALTH LAFAYETTE,4,,Voluntary non-profit - Church,Acute Care Hospitals,"1701 S CREASY LN LAFAYETTE, IN 47905 (40.393845, -86.838378)",True,Same as the national average,,Above the national average,,(765) 502-4334,150109,Above the national average,,Below the national average,,IN,Same as the national average,,47905
1,5215 HOLY CROSS PKWY,MISHAWAKA,ST. JOSEPH,Same as the national average,,Same as the national average,,True,SAINT JOSEPH REGIONAL MEDICAL CENTER,3,,Voluntary non-profit - Private,Acute Care Hospitals,"5215 HOLY CROSS PKWY MISHAWAKA, IN 46545 (41.704501, -86.174459)",True,Below the national average,,Below the national average,,(574) 335-5000,150012,Above the national average,,Same as the national average,,IN,Same as the national average,,46545
1,1141 HOSPITAL DR NW,CORYDON,HARRISON,Same as the national average,,Same as the national average,,True,HARRISON COUNTY HOSPITAL,4,,Government - Local,Critical Access Hospitals,"1141 HOSPITAL DR NW CORYDON, IN 47112 (38.23898, -86.14774)",True,Same as the national average,,Above the national average,,(812) 738-4251,151331,Above the national average,,Not Available,5,IN,Above the national average,,47112
1,2015 JACKSON ST,ANDERSON,MADISON,Same as the national average,,Same as the national average,,True,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,3,,Voluntary non-profit - Private,Acute Care Hospitals,"2015 JACKSON ST ANDERSON, IN 46016 (40.096257, -85.680467)",True,Same as the national average,,Above the national average,,(765) 646-8373,150088,Above the national average,,Below the national average,,IN,Same as the national average,,46016
1,1600 23RD ST,BEDFORD,LAWRENCE,Same as the national average,,Same as the national average,,True,ST VINCENT DUNN HOSPITAL INC,4,,Voluntary non-profit - Private,Critical Access Hospitals,"1600 23RD ST BEDFORD, IN 47421 (38.853488, -86.493194)",True,Same as the national average,,Above the national average,,(812) 276-1065,151335,Below the national average,,Not Available,5,IN,Same as the national average,,47421
1,9301 CONNECTICUT DR,CROWN POINT,LAKE,Not Available,5,Not Available,5,False,PINNACLE HOSPITAL,4,,Physician,Acute Care Hospitals,"9301 CONNECTICUT DR CROWN POINT, IN 46307 (41.449118, -87.330069)",,Same as the national average,,Above the national average,,(219) 756-2100,150166,Same as the national average,,Above the national average,,IN,Not Available,16,46307
1,1316 E SEVENTH ST,AUBURN,DE KALB,Same as the national average,,Same as the national average,,True,DEKALB HEALTH,3,,Voluntary non-profit - Private,Acute Care Hospitals,"1316 E SEVENTH ST AUBURN, IN 46706 (41.367669, -85.035573)",True,Same as the national average,,Same as the national average,,(260) 925-4600,150045,Below the national average,,Above the national average,,IN,Same as the national average,,46706
1,1000 E MAIN ST,DANVILLE,HENDRICKS,Above the national average,,Below the national average,,True,HENDRICKS REGIONAL HEALTH,4,,Government - Local,Acute Care Hospitals,"1000 E MAIN ST DANVILLE, IN 46122 (39.76071, -86.500995)",,Same as the national average,,Above the national average,,(317) 745-4451,150005,Same as the national average,,Above the national average,,IN,Above the national average,,46122
1,601 W SECOND ST,BLOOMINGTON,MONROE,Same as the national average,,Above the national average,,True,IU HEALTH BLOOMINGTON HOSPITAL,4,,Voluntary non-profit - Private,Acute Care Hospitals,"601 W SECOND ST BLOOMINGTON, IN 47403 (39.161402, -86.540528)",True,Same as the national average,,Below the national average,,(812) 353-9555,150051,Above the national average,,Above the national average,,IN,Same as the national average,,47403
1,4023 REAS LN,NEW ALBANY,FLOYD,Below the national average,,Not Available,16,False,PHYSICIANS' MEDICAL CENTER LLC,5,,Physician,Acute Care Hospitals,"4023 REAS LN NEW ALBANY, IN 47150 (38.340032, -85.827064)",,Not Available,16,Above the national average,,(812) 206-7660,150172,Same as the national average,,Not Available,5,IN,Not Available,16,47150
1,303 S MAIN ST,BLUFFTON,WELLS,Same as the national average,,Same as the national average,,True,BLUFFTON REGIONAL MEDICAL CENTER,3,,Proprietary,Acute Care Hospitals,"303 S MAIN ST BLUFFTON, IN 46714 (40.737645, -85.171494)",True,Same as the national average,,Same as the national average,,(260) 824-3210,150075,Same as the national average,,Same as the national average,,IN,Above the national average,,46714
1,1100 REID PKWY,RICHMOND,WAYNE,Same as the national average,,Same as the national average,,True,REID HEALTH,5,,Voluntary non-profit - Private,Acute Care Hospitals,"1100 REID PKWY RICHMOND, IN 47374 (39.86303, -84.887765)",True,Same as the national average,,Same as the national average,,(765) 983-3000,150048,Above the national average,,Above the national average,,IN,Same as the national average,,47374
1,801 S MAIN ST,CLINTON,VERMILLION,Same as the national average,,Not Available,5,True,UNION HOSPITAL CLINTON,4,,Voluntary non-profit - Private,Critical Access Hospitals,"801 S MAIN ST CLINTON, IN 47842 (39.652926, -87.398213)",True,Same as the national average,,Above the national average,,(765) 832-1234,151326,Above the national average,,Not Available,16,IN,Same as the national average,,47842
1,13500 N MERIDIAN ST,CARMEL,HAMILTON,Same as the national average,,Same as the national average,,True,ST VINCENT CARMEL HOSPITAL INC,4,,Voluntary non-profit - Church,Acute Care Hospitals,"13500 N MERIDIAN ST CARMEL, IN 46032 (39.983065, -86.14716)",True,Same as the national average,,Above the national average,,(317) 582-7000,150157,Above the national average,,Above the national average,,IN,Same as the national average,,46032
1,520 S 7TH ST,VINCENNES,KNOX,Same as the national average,,Same as the national average,,True,GOOD SAMARITAN HOSPITAL,4,,Voluntary non-profit - Other,Acute Care Hospitals,"520 S 7TH ST VINCENNES, IN 47591 (38.67292, -87.534213)",True,Same as the national average,,Above the national average,,(812) 882-5220,150042,Below the national average,,Above the national average,,IN,Above the national average,,47591
1,1907 W SYCAMORE ST,KOKOMO,HOWARD,Same as the national average,,Same as the national average,,True,ST VINCENT KOKOMO,4,,Voluntary non-profit - Church,Acute Care Hospitals,"1907 W SYCAMORE ST KOKOMO, IN 46904 (40.487218, -86.155487)",True,Below the national average,,Above the national average,,(765) 452-5611,150010,Above the national average,,Above the national average,,IN,Above the national average,,46904
1,1941 VIRGINIA AVE,CONNERSVILLE,FAYETTE,Below the national average,,Same as the national average,,True,FAYETTE REGIONAL HEALTH SYSTEM,4,,Proprietary,Acute Care Hospitals,"1941 VIRGINIA AVE CONNERSVILLE, IN 47331 (39.65592, -85.131984)",True,Same as the national average,,Same as the national average,,(765) 825-5131,150064,Above the national average,,Not Available,5,IN,Same as the national average,,47331
1,13861 OLIO ROAD,FISHERS,HAMILTON,Same as the national average,,Same as the national average,,True,ST VINCENT FISHERS HOSPITAL INC,3,,Voluntary non-profit - Private,Acute Care Hospitals,"13861 OLIO ROAD FISHERS, IN 46037 (39.988852, -85.918844)",True,Same as the national average,,Same as the national average,,(317) 415-9000,150181,Same as the national average,,Not Available,5,IN,Same as the national average,,46037
1,2400 E 17TH ST,COLUMBUS,BARTHOLOMEW,Same as the national average,,Same as the national average,,True,COLUMBUS REGIONAL HOSPITAL,4,,Government - Local,Acute Care Hospitals,"2400 E 17TH ST COLUMBUS, IN 47201 (39.215872, -85.896854)",True,Same as the national average,,Below the national average,,(812) 379-4441,150112,Above the national average,,Above the national average,,IN,Above the national average,,47201
1,1116 MILLIS AVE,BOONVILLE,WARRICK,Same as the national average,,Not Available,5,True,ST VINCENT WARRICK,3,,Voluntary non-profit - Private,Critical Access Hospitals,"1116 MILLIS AVE BOONVILLE, IN 47601 (38.041356, -87.263374)",True,Not Available,5,Not Available,16,(812) 897-4800,151325,Same as the national average,,Not Available,5,IN,Above the national average,,47601
1,3500 FRANCISCAN WAY,MICHIGAN CITY,LA PORTE,Same as the national average,,Same as the national average,,True,FRANCISCAN HEALTH MICHIGAN CITY,4,,Voluntary non-profit - Church,Acute Care Hospitals,"3500 FRANCISCAN WAY MICHIGAN CITY, IN 46360",True,Below the national average,,Below the national average,,(219) 879-8511,150015,Above the national average,,Above the national average,,IN,Same as the national average,,46360
1,600 MARY ST,EVANSVILLE,VANDERBURGH,Above the national average,,Same as the national average,,True,DEACONESS HOSPITAL INC,3,,Voluntary non-profit - Private,Acute Care Hospitals,"600 MARY ST EVANSVILLE, IN 47747 (37.983147, -87.570729)",True,Below the national average,,Above the national average,,(812) 450-5000,150082,Below the national average,,Above the national average,,IN,Above the national average,,47747
1,395 WESTFIELD RD,NOBLESVILLE,HAMILTON,Same as the national average,,Same as the national average,,True,RIVERVIEW HEALTH,3,,Government - Local,Acute Care Hospitals,"395 WESTFIELD RD NOBLESVILLE, IN 46060 (40.047026, -86.024081)",True,Below the national average,,Above the national average,,(317) 773-0760,150059,Above the national average,,Below the national average,,IN,Above the national average,,46060
1,3901 S SEVENTH ST,TERRE HAUTE,VIGO,Same as the national average,,Same as the national average,,True,TERRE HAUTE REGIONAL HOSPITAL,2,,Proprietary,Acute Care Hospitals,"3901 S SEVENTH ST TERRE HAUTE, IN 47802 (39.419624, -87.406837)",True,Same as the national average,,Same as the national average,,(812) 232-0021,150046,Below the national average,,Below the national average,,IN,Above the national average,,47802
1,720 N LINCOLN ST,GREENSBURG,DECATUR,Same as the national average,,Below the national average,,True,DECATUR COUNTY MEMORIAL HOSPITAL,3,,Government - Local,Critical Access Hospitals,"720 N LINCOLN ST GREENSBURG, IN 47240 (39.344116, -85.479404)",,Same as the national average,,Above the national average,,(812) 663-4331,151332,Same as the national average,,Not Available,5,IN,Above the national average,,47240
1,3500 S LAFOUNTAIN ST,KOKOMO,HOWARD,Same as the national average,,Same as the national average,,True,COMMUNITY HOWARD REGIONAL HEALTH INC,4,,Voluntary non-profit - Private,Acute Care Hospitals,"3500 S LAFOUNTAIN ST KOKOMO, IN 46902 (40.446835, -86.127103)",True,Same as the national average,,Same as the national average,,(765) 776-8000,150007,Above the national average,,Same as the national average,,IN,Above the national average,,46902
