Number of Records,Agency Name,American Indian Or Alaska Native Beneficiaries,Asian Pacific Islander Beneficiaries,Average Age,Average Hcc Score,Average Number Of Home Health Aide Visits Per Episode Non Lupa,Average Number Of Medical Social Visits Per Episode Non Lupa,Average Number Of Ot Visits Per Episode Non Lupa,Average Number Of Pt Visits Per Episode Non Lupa,Average Number Of Skilled Nursing Visits Per Episode Non Lupa,Average Number Of St Visits Per Episode Non Lupa,Average Number Of Total Visits Per Episode Non Lupa,Black Beneficiaries,City,Distinct Beneficiaries Non Lupa,Dua Beneficiaries,Female Beneficiaries,Hispanic Beneficiaries,Male Beneficiaries,Nondual Beneficiaries,Other Unknown Beneficiaries,Outlier Payments As A Percent Of Medicare Payment Amount Non Lupa,Percent Of Beneficiaries With Alzheimers,Percent Of Beneficiaries With Asthma,Percent Of Beneficiaries With Atrial Fibrillation,Percent Of Beneficiaries With Cancer,Percent Of Beneficiaries With Chf,Percent Of Beneficiaries With Chronic Kidney Disease,Percent Of Beneficiaries With Copd,Percent Of Beneficiaries With Depression,Percent Of Beneficiaries With Diabetes,Percent Of Beneficiaries With Hyperlipidemia,Percent Of Beneficiaries With Hypertension,Percent Of Beneficiaries With Ihd,Percent Of Beneficiaries With Osteoporosis,Percent Of Beneficiaries With Ra Oa,Percent Of Beneficiaries With Schizophrenia,Percent Of Beneficiaries With Stroke,Provider Id,State,Street Address,Total Episodes Non Lupa,Total Hha Charge Amount Non Lupa,Total Hha Medicare Payment Amount For Lupas,Total Hha Medicare Payment Amount Non Lupa,Total Hha Medicare Standard Payment Amount Non Lupa,Total Lupa Episodes,White Beneficiaries,Zip Code
1,AROUND THE CLOCK HOME CARE,,37,74,2.54,0,0.1,1.2,3.1,10.9,0,15.3,69,BAKERSFIELD,1226,575,735,312,491,651,,0.1,29,14,15,11,47,47,32,32,55,59,,55,10,59,5,13,557765,CA,"5251 OFFICE PARK DRIVE, SUITE 400",1814,5267790,85456,5694008,5174961,213,792,93309
1,MERIDA HEALTH CARE GROUP,,,74,2.35,2,0.1,1,3.9,9.6,0.2,16.8,40,SAN ANTONIO,468,206,310,219,158,262,,2.1,30,16,15,7,37,45,24,49,55,70,,53,11,62,10,9,677032,TX,2900 MOSS ROCK DRIVE SUITE 370,1030,2588885,34522,2650818,2842502,105,198,78230
1,EAST TEXAS MEDICAL CENTER HOME HEALTH WEST,,,74,1.82,0.5,0,0.4,3.4,7.4,0,11.7,54,ATHENS,600,162,361,24,239,438,0,0,23,11,19,15,45,39,41,39,45,58,,55,13,58,5,12,677586,TX,1336 SOUTH PALESTINE,1286,4676456,29255,2823136,3318909,106,518,75751
1,HUNT REGIONAL HOME CARE,,0,74,1.97,4.5,0.3,0.4,5.4,11.8,0.3,22.8,16,GREENVILLE,261,52,153,,108,209,0,4.8,22,13,21,14,48,43,33,35,50,66,,49,15,54,8,18,677657,TX,4001 RIDGECREST ROAD,430,1354691,22015,1332931,1306021,51,234,75402
1,JORDAN HEALTH SERVICES,,,74,2.29,2,0,1.3,4.1,8.3,0.2,15.9,53,SHERMAN,661,302,420,17,241,359,,0.4,34,15,18,13,52,43,46,49,50,70,,65,18,67,9,19,677720,TX,121 WEST LAMBERTH SUITE A,2217,5653449,34888,5826723,6348589,114,584,75092
1,SOFT TOUCH HOME CARE INC,0,0,74,2.37,0.1,0.1,1.5,2.9,19.2,0.2,23.8,,SAN ANTONIO,139,74,84,91,55,65,,9.4,30,22,13,9,38,53,27,48,67,73,,58,16,58,17,14,678109,TX,1222 CALLAGHAN ROAD SUITE #200,273,1341929,25158,842478,844270,75,43,78228
1,RELIANT HOME HEALTH,,,74,1.97,0.2,0.1,2.4,7.8,7.5,0.3,18.3,78,SAN ANTONIO,1067,206,657,313,410,861,,0,22,14,17,13,36,48,23,32,47,,,55,16,62,6,12,679002,TX,14800 SAN PEDRO SUITE 214,1252,3871844,27036,3941772,4369807,69,655,78232
1,GIRLING HOME HEALTH TEXAS BY HARDEN HEALTHCARE,,14,74,2.42,0.7,0.1,1.6,4,8.9,0.2,15.5,120,SAN ANTONIO,1131,454,720,382,411,677,,0.6,30,16,17,11,40,49,27,38,52,68,,55,16,58,7,11,679074,TX,5282 MEDICAL DRIVE SUITE 210 A,2024,5542191,89565,5315328,5852658,264,607,78229
1,GIRLING HOME HEALTH TEXAS BY HARDEN HEALTHCARE,,0,74,2.03,1.1,0,1.4,4.6,6.4,0.1,13.6,31,FORT WORTH,177,75,125,20,52,102,,0,39,16,18,15,47,39,41,49,47,69,,54,25,,6,9,679096,TX,6421 CAMP BOWIE BLVD SUITE 203,326,825358,23511,886868,936316,66,124,76116
1,ADVANTAGE PLUS HOMECARE,0,,74,2.45,1.9,0,0.6,3.7,14.2,0.2,20.7,99,JASPER,531,163,320,12,211,368,,5.7,28,12,19,12,49,49,40,38,48,66,,61,15,61,6,11,679159,TX,853 NORTH ZAVALLA STREET,1692,5081529,21585,4397096,4815828,76,416,75951
1,CHRISTUS HOMECARE - ST MICHAEL,,,74,1.97,0.3,0.1,4.1,5.1,7.9,0.2,17.4,56,TEXARKANA,357,85,219,,138,272,0,0.2,27,15,19,18,50,42,46,37,46,55,,58,12,54,11,11,679372,TX,5604 SUMMERHILL RD STE 5,788,2875325,34448,2151077,2707399,136,295,75503
1,SUPERIOR HOME HEALTH OF SAN ANTONIO LLC,0,,74,2.47,0.7,0,0.5,2.4,11.8,0.1,15.5,33,SAN ANTONIO,389,144,231,171,158,245,,4.9,36,17,20,10,37,45,32,42,56,67,,61,13,55,11,11,679504,TX,8000 VANTAGE DRIVE,1012,3642549,27156,2668305,2808316,92,178,78230
1,CARTER HEALTHCARE,,,74,2.11,0,0,0.3,7.1,6,0.2,13.6,45,IRVING,353,102,224,38,129,251,,0,40,14,17,11,40,39,36,68,44,72,,51,18,64,22,12,679724,TX,4425 W. AIRPORT FREEWAY SUITE 145,1057,2291259,48092,3283191,3413695,141,263,75062
1,HOME THERAPEUTIC SOLUTIONS,0,,74,3.39,1.9,0.1,0.9,9.9,6.4,0.2,19.3,77,HOUSTON,424,80,229,68,195,344,,0.2,30,10,23,15,58,57,25,33,52,67,,63,11,54,7,16,743135,TX,1218 W 23RD,814,3008455,20282,2943099,3000411,64,268,77008
1,HEALTHY HORIZONS HOMECARE,0,0,74,1.98,1.9,0,0.1,1,10.2,0.1,13.3,,ALICE,219,155,133,182,86,64,,3.6,32,20,10,6,36,35,30,39,64,,,74,23,66,5,11,747110,TX,1156 E 2ND ST,763,1522273,12460,1479294,1671603,44,36,78332
1,AXIOM HOME HEALTH INC,0,0,74,2.73,0.2,0,0.2,3.4,9.1,0,12.9,,SAN ANTONIO,248,183,151,184,97,65,,1.1,27,17,9,7,47,54,21,38,60,,,,15,69,4,12,747169,TX,5002 WEST AVE,559,704712,14933,1285523,1473656,50,62,78213
1,LIFE TOUCH HOME HEALTH SERVICES,0,,74,2.22,0.3,0,0.2,4.5,9.6,0.1,14.7,,MCALLEN,350,256,202,296,148,94,0,0.4,33,9,11,8,35,38,26,35,62,,,,24,74,3,10,747248,TX,801 E FERN AVE SUITE 110,802,1944800,14909,1863219,2158918,44,48,78501
1,AMERICAN STAR HOME HEALTH CARE INC,,0,74,2.52,1.5,0.2,0.7,3.8,8.9,0.6,15.6,26,LUBBOCK,120,53,73,52,47,67,,0.3,26,19,8,7,48,40,26,40,55,69,,66,13,57,9,11,747506,TX,3805 22ND STREET STE 1-C,301,716471,11087,756352,839166,38,41,79410
1,NORTHWEST HOME HEALTH,0,,74,1.63,5.5,0,0,4.5,7.3,0,17.2,11,RUSSELLVILLE,150,65,98,0,52,85,,0,21,7,12,11,42,38,47,44,42,59,,52,8,59,5,13,17146,AL,"711 HOSPITAL DRIVE NE, PO BOX 1147",250,860836,,529796,674693,,135,35653
1,"EL SOL HOME HEALTHCARE, LLC",0,0,74,2.39,0.2,0.1,0,4.3,8.7,0,13.3,,MESA,39,12,22,,17,27,0,0,33,18,33,3,46,51,41,36,56,51,,59,8,51,5,0,37133,AZ,"6336 EAST BROWN ROAD, SUITE 102",48,126051,,114958,114895,,34,85205
1,LONOKE COUNTY HEALTH UNIT,0,0,74,2.57,1.6,0,0,6.3,6,0,13.8,,LONOKE,14,,,0,,,,0,29,7,21,7,43,50,36,29,21,43,,64,7,64,0,7,47836,AR,306 NORTH CENTER,16,37700,,39296,44492,,13,72086
1,NEVADA COUNTY HEALTH UNIT,0,0,74,2.51,6.8,0,0,5.6,10.8,0,23.2,,PRESCOTT,21,,,0,,,,0.3,43,14,19,10,57,43,43,33,38,43,,62,10,29,24,14,47842,AR,1501 WEST FIRST STREET NORTH,33,117894,,74011,91542,,14,71857
1,ARKANSAS COUNTY HEALTH UNIT,0,0,74,1.92,5.8,0,0,5.2,6.8,0,17.8,,DE WITT,21,,,0,,,,0,29,5,29,14,57,29,19,43,52,57,,71,10,29,0,19,47883,AR,1616 SOUTH MADISON,30,79517,,68683,85071,,18,72042
1,CHS HOMECARE,0,,74,2.27,3.8,0,0.1,2.2,23.7,0,29.9,,SIGNAL HILL,39,15,25,12,14,24,,7.2,13,10,26,10,49,44,36,28,62,64,,56,13,38,10,8,58078,CA,"2525 CHERRY AVENUE, SUITE 320",64,263486,,207059,166811,,17,90755
1,"MC HOME HEALTH SERVICES, INC",0,0,74,2.05,0,0,0,3.7,9,0,12.7,,WALNUT,54,,41,42,13,,,0,24,15,6,11,28,28,20,48,69,,,,20,,4,9,58172,CA,"18800 AMAR ROAD, SUITE B-5",85,162251,,249785,218769,,,91789
1,"FOCUS CARE, INC",0,,74,2.55,0,0,0,0.4,14.6,0.1,15.2,29,LOS ANGELES,54,,27,12,27,,,7.8,31,11,13,4,46,39,44,15,65,54,,50,6,54,20,9,58194,CA,3550 WILSHIRE BLVD SUITE 1907,191,436742,,625619,495516,,,90010
1,"PRIME CHOICE HOME HEALTH, INC",0,,74,1.94,1.2,0.2,0.1,1.4,16.5,0,19.4,15,HAWTHORNE,68,,39,15,29,,,2.2,38,32,3,9,50,35,32,47,,75,,75,24,,7,3,58245,CA,"4455 W 117TH  STREET, SUITE 401",127,346951,,354686,296523,,29,90250
1,WHITE STAR HEALTH SYSTEMS INC,0,23,74,2.65,0.7,0.1,0.2,3.6,18.6,0,23.2,,RIVERSIDE,107,54,66,23,41,53,,8.9,21,11,15,16,41,44,23,30,50,58,,49,8,54,10,8,58272,CA,4100 LATHAM STREET SUITE G-H,147,538987,,517625,416969,,55,92501
1,"MISSION HEALTH CARE PROVIDERS, INC",0,25,74,1.8,0.2,0,0,4.2,10.6,0,15.1,,PANORAMA CITY,66,48,29,13,37,18,,3.9,12,15,11,6,36,33,32,27,64,,,59,27,,11,3,58435,CA,14661 TITUS STREET,131,276337,,422970,346753,,18,91402
1,"AM & PM HOME HEALTH AGENCY, INC",0,,74,2.02,1.4,0,0,5.2,11.7,0,18.4,,VAN NUYS,120,96,70,32,50,24,11,3.2,38,27,9,8,35,30,31,53,63,68,,69,22,,3,4,59041,CA,6737 SEPULVEDA BLVD,258,701805,,910604,771086,,70,91411
1,SILVER LINING HOME HEALTH CARE SERVICES,0,0,74,2.2,4.6,0,0,0.6,16.5,0,21.8,86,TORRANCE,106,89,53,18,53,17,,6,33,8,4,10,47,42,50,30,60,64,,58,19,,10,10,59047,CA,2441 W 205TH STREET  SUITE C200B,375,978454,,966249,776043,,,90501
1,BENEVOLENT HOME CARE,0,,74,2.06,1.8,0.1,0,2.2,15.9,0,20,31,PASADENA,60,42,41,,19,18,,7.7,33,13,12,12,38,30,23,48,53,68,,65,7,57,7,8,59061,CA,426 S ROSEMEAD BLVD,114,396182,,346293,275762,,21,91107
1,"MONTEBELLO HOME HEALTH CARE, INC",0,14,74,2.82,0.3,0,0.1,2.4,10.7,0.1,13.7,,MONTEBELLO,168,128,100,86,68,40,,3.1,27,20,13,11,51,48,36,44,67,74,,74,27,,8,10,59108,CA,1020 A WEST BEVERLY BLVD,242,496352,,782027,648965,,61,90640
1,"L & A HOME HEALTH CARE, INC",0,,74,1.85,0,0,0,1.1,12.3,0,13.6,39,LOS ANGELES,106,86,67,46,39,20,,8.1,22,12,9,4,40,36,22,38,55,59,,69,10,,8,11,59116,CA,"3350 WILSHIRE BLVD, SUITE 678",411,805151,,1236311,988468,,12,90010
1,"KLM HOME HEALTH, INCORPORATED",,,74,2.17,0.4,0.1,0.6,3.8,12.5,0.1,17.3,32,LOS ANGELES,136,118,84,35,52,18,,7,39,17,9,11,46,42,32,42,74,,,59,19,,10,7,59131,CA,3111 LOS FELIZ BLVD SUITE 100,254,596318,,933332,753849,,56,90039
1,"HEALTHY LIFE HOME HEALTH CARE, INC",,17,74,1.79,1.9,0,0.1,3.3,12.6,0,18,,VAN NUYS,212,183,127,35,85,29,14,7.2,41,23,9,12,32,31,18,50,48,,,67,20,,12,7,59174,CA,"7136 HASKELL AVE, SUITE 210",424,1159831,,1530002,1210297,,142,91406
1,LIFE'S BRIDGE HOME HEALTH CARE,0,,74,1.85,0.2,0,0.1,8,10.1,0,18.4,21,GLENDALE,277,251,155,178,122,26,,4.8,26,21,7,8,32,27,18,34,62,68,,,18,,3,5,59194,CA,"251 N BRAND BLVD, SUITE 203",443,1065636,,1929770,1595878,,69,91203
1,"ELAN HOME HEALTH, INC",0,12,74,1.46,0.1,0,0.1,5.1,11.6,0,16.9,,PANORAMA CITY,256,245,160,,96,11,19,4,32,15,9,5,37,19,29,50,61,,,71,20,,5,6,59199,CA,"9608 VAN NUYS BVLD, #204",614,1481532,,2394090,1960704,,217,91402
1,"TUSCANY HILLS HEALTH CARE SERVICES, INC",0,16,74,2.73,0.2,0,0,1.4,9.4,0,11.1,,CORONA,59,41,36,19,23,18,,0,44,22,17,8,44,39,37,39,64,68,,53,12,63,36,12,59225,CA,232 EAST GRAND BLVD  SUITE 104,107,162189,,282320,244677,,18,92879
1,"IBOLIT HOME HEALTH, INC",0,,74,1.95,1.2,0.3,0,2.9,22.9,0,27.4,,BURBANK,77,,43,,34,,,9,51,30,8,8,52,31,26,60,69,,,,26,,3,5,59233,CA,"221 WEST ALAMEDA AVENUE, SUITE 202",206,782985,,724452,572768,,61,91502
1,"RODAN HOME HEALTH SERVICES, INC",,19,74,2.97,1,0.3,0.1,2.9,11.8,0,16.1,11,LOS ANGELES,130,91,78,56,52,39,,5.2,21,22,8,8,46,46,25,32,70,72,,56,16,72,12,10,59254,CA,"2542 W 3RD STREET, SUITE A",250,547548,,832356,687478,,36,90057
1,"WEST COAST HOME HEALTH CARE, INC",0,,74,1.59,0.1,0.1,0.1,5.5,14.4,0,20.2,,PASADENA,106,,63,47,43,,,8,30,22,9,6,43,25,22,42,60,74,,72,21,,2,6,59275,CA,"750 E GREEN ST, STE 302",153,414122,,658222,516309,,46,91101
1,"BLESSED HEALTH CARE PROVIDER, INC",0,,74,2.58,0.2,0,0.1,5.6,14.1,0,19.8,12,COVINA,107,82,62,37,45,25,,8.2,56,31,25,8,43,41,33,63,59,56,,73,18,,33,12,59298,CA,"271 EAST WORKMAN STREET, STE 201",242,759104,,980453,786917,,49,91723
1,"PACIFIC RIM HOME HEALTH, INC",0,,74,3.14,0,0.1,0.4,5.6,9.1,0.1,15.4,,LOS ANGELES,131,119,79,103,52,12,,0.4,32,15,12,10,52,59,34,36,71,,,,20,,6,10,59300,CA,"4214 WEST BEVERLY BLVD, STE 210",223,480167,,785704,682015,,15,90004
1,24/7 HOME HEALTH SERVICES,,12,74,2.45,0,0.1,0,8.2,7.7,0,16.1,15,HARBOR CITY,137,125,66,78,71,12,,0.1,36,15,10,10,45,42,22,50,66,67,,,12,,15,10,59359,CA,"24404 S VERMONT AVE, SUITE 307H",147,344241,,582261,499018,,30,90710
1,THA HOME HEALTH CARE INC,,14,74,1.67,0.4,0,0.1,5.1,11.3,0,16.9,,MONTCLAIR,211,,132,38,79,,14,3,34,27,6,5,37,26,24,55,68,,,,23,,2,3,59368,CA,5050 PALO VERDE STREET SUITE 201,458,1028111,,1682500,1393645,,140,91763
1,"DEVOTED NURSES HOME HEALTH CARE,  INC",,,74,1.35,0.5,0.1,0.2,7.1,13.3,0,21.1,0,VAN NUYS,121,,81,22,40,,11,7.5,37,26,8,5,40,26,17,65,50,73,,71,40,,3,5,59439,CA,"5627 SEPULVEDA BLVD, SUITE 215",179,565813,,827691,652477,,81,91411
1,"GENTLE TOUCH HEALTH SERVICES, INC",,14,74,1.56,0.4,0,0,3.7,13,0,17.1,,N HOLLYWOOD,419,400,244,163,175,19,25,5.6,33,17,5,3,32,20,28,48,64,,,,15,,3,4,59440,CA,"11755 VICTORY BLVD, STE 203",870,2101872,,3140753,2536143,,214,91606
1,"GOLDEN STATE HOME HEALTH, LLC",0,,74,1.91,0.3,0.7,0.8,3.6,6.3,0.3,12,25,OAKLAND,101,78,40,17,61,23,,0.3,64,10,8,9,36,36,19,48,43,47,,40,12,46,47,8,59481,CA,"7700 EDGEWATER DRIVE, SUITE 800",109,628856,,403867,264305,,48,94621
1,"PROMED CARE HOME HEALTH, INC.",0,,74,1.65,0.5,0,0.1,2.4,13.9,0,16.9,0,N HOLLYWOOD,113,,70,12,43,,,7.9,42,32,8,10,53,19,25,54,,,,,40,,4,7,59485,CA,"6260 LAUREL CANYON BOULEVARD, SUITE 304",261,600699,,905549,711455,,84,91606
1,"EMERALD TRIUNE HOME HEALTH SERVICES, INC",,24,74,2.2,0.5,0.1,0.2,5.9,9.7,0.1,16.5,13,ESCONDIDO,157,95,93,34,64,62,,0,49,24,4,7,45,33,26,47,57,64,,43,17,63,26,10,59493,CA,330 W FELICITA AVENUE,275,745248,,1029623,891215,,81,92025
1,HEELAS HEALTH CARE SERVICES INC,0,,74,2.24,1.6,0.4,1.1,3.7,9.2,0,15.9,18,SAN LEANDRO,38,24,22,,16,14,0,0,21,11,16,13,39,50,13,,47,58,,42,11,37,5,16,59527,CA,"2777 ALVARADO ST, SUITE G",58,193006,,238309,156208,,12,94577
1,"BEST HOME HEALTH PROVIDERS, INC",0,,74,1.95,0.1,0.2,1.7,4.7,8.9,0.2,15.8,,HAYWARD,42,23,17,,25,19,,0,55,14,14,7,40,33,29,33,43,57,,38,7,50,19,17,59546,CA,26232 INDUSTRIAL BOULEVARD,54,111961,,230056,150853,,20,94545
1,CENTRAL COAST HEALTHCARE SERVICES INC,0,,74,2.97,0,0,0,1.3,9,0,10.3,,THOUSAND OAKS,18,,,,,,0,0,22,11,22,11,33,67,22,33,50,,,61,6,50,6,11,59553,CA,915 GREENWICH DRIVE,20,43879,,55311,48822,,12,91360
1,"VALLEY REGIONAL HOME HEALTH, INC",0,,74,1.92,0.1,0.6,0.5,4.5,7.9,0,13.7,,FRESNO,52,40,30,20,22,12,,0,31,27,12,4,52,44,33,38,58,65,,48,13,38,8,4,59575,CA,5767 N 1ST STREET,54,165201,,157464,142538,,19,93710
1,ST VINCENT HOME HEALTH CARE,,0,74,1.53,4,0,1.9,4.9,7.6,0.1,18.5,0,LEADVILLE,32,,,,,,,0,31,16,16,16,31,38,25,41,31,34,56,25,9,50,6,22,67262,CO,822 W 4TH ST,42,144779,,117656,117736,,21,80461
1,INTEGRITY HOME HEALTH INC,,,74,2.57,6.6,0.1,4.2,6.2,14.1,0,31.2,,DENVER,75,32,49,,26,43,,9,24,3,15,15,37,53,24,35,57,52,,44,12,51,7,12,67493,CO,1602 S PARKER RD STE 200,132,559966,,561463,502717,,49,80231
1,EXTREME QUALITY HOME HEALTH CARE CORP,0,0,74,2.08,5.2,0.1,0.6,7.5,11.7,0,25.1,,FORT MYERS,79,52,51,38,28,27,,6,27,10,20,10,47,43,35,51,58,67,,57,15,49,13,14,103136,FL,16321 S TAMIAMI TRL,101,270881,,325636,345168,,35,33908
1,"AMERICAN PROVIDERS, INC.",0,0,74,3.08,16.7,0,0,2,18.2,0,36.9,15,MIAMI,42,29,28,19,14,13,,8.3,31,14,17,12,40,55,29,33,60,67,,67,21,52,10,7,107189,FL,2000 NW 89 PLACE,86,321987,,246594,231436,,,33172
1,"HOMED CARE, INC.",0,0,74,2.6,3.9,0,0.1,2,44,0,50,,HIALEAH,38,,21,33,17,,0,8,66,18,8,13,37,32,39,66,61,71,,,21,71,42,16,108194,FL,419 W 49 ST STE 200,95,485941,,281786,265435,,,33012
1,PREMIUM HEALTH SERVICES CORP,0,0,74,1.51,1,0,2,14.1,3.1,0,20.2,,MIAMI,448,,269,434,179,,,0.9,34,24,3,7,26,36,38,63,,73,,56,22,,6,3,108263,FL,12002 SW 128 CT  STE 102,555,1232837,,2852978,2899923,,11,33186
1,AMERICAN HOME HEALTH CARE CORP,0,0,74,1.62,2.4,0,0.1,11.1,11.2,0.1,24.9,22,MIAMI,214,194,134,181,80,20,0,8.8,41,15,7,9,30,20,36,57,74,72,,60,16,,15,8,108345,FL,9745 SW 72 STREET SUITE 101,342,1287356,,1605528,1501070,,11,33173
1,"INTEGRAL HOME HEALTH AGENCY, INC.",0,,74,1.79,2.2,0,0.2,11.7,13.4,0,27.5,,MIAMI SPRINGS,90,,52,85,38,,,8.8,34,14,8,13,28,23,31,41,63,63,,47,22,,7,6,108348,FL,4471 NW 36 ST  STE 218,194,672986,,963707,899533,,,33166
1,BEST CHOICE HOME HEALTH CARE INC,0,,74,1.78,0.7,0,0.8,14.1,9.8,0,25.4,12,MIAMI,154,140,93,132,61,14,0,9.3,56,18,4,6,31,30,47,,61,,,57,16,,19,9,108458,FL,7235 SW 24TH ST UNIT 211,240,623392,,1407832,1307592,,,33155
1,"TOP QUALITY HOME CARE SERVICES, INC",0,,74,2.68,10.9,0,4.8,8.7,22.6,0,46.9,23,NORTH MIAMI BEACH,56,,31,28,25,,,9.8,20,13,4,2,29,38,38,39,70,59,,61,14,75,9,11,108477,FL,633 NE 167 ST STE 603,105,507495,,541960,500211,,,33162
1,TRINITY SENIOR CARE INC,0,,74,1.4,0.3,0,0.9,16.6,3.6,0,21.4,11,MIAMI,425,404,254,399,171,21,,3,30,13,5,7,20,29,41,59,71,,,62,20,,5,6,109075,FL,14850 SW 26TH ST STE 115,602,1335266,,3344535,3389150,,11,33185
1,SOLUTION'S HOME HEALTH INC,0,0,74,1.67,0,0,2.7,13.3,4.1,0,20,22,DORAL,377,355,245,336,132,22,0,4.4,38,14,6,7,29,27,33,57,66,69,,67,16,,17,6,109200,FL,3900 NW 79TH AVENUE  SUITE 529,569,1345456,,2676602,2621263,,19,33166
1,PRINCESS HOME HEALTH AGENCY INC,0,,74,1.71,0.3,0,0.1,10.8,34,0,45.3,,HIALEAH,89,,48,85,41,,0,9.1,42,13,6,4,31,34,43,49,70,,,56,10,,6,4,109230,FL,535 EAST 25 STREET,183,841974,,871659,810859,,,33013
1,COMPANIONSHIP HOME CARE INC,0,,74,2.33,3.8,0,0.2,8,14.5,0,26.5,44,MIAMI,296,219,168,196,128,77,,8.6,33,18,14,12,41,39,38,52,56,71,,,17,,16,8,109266,FL,8740 N KENDALL DRIVE STE 107,437,1181871,,1861649,1742383,,55,33176
1,ELITE HOME CARE LLC,0,0,74,1.79,6.1,0,1.1,13.9,5.3,0,26.4,,DORAL,409,376,242,380,167,33,,6.3,43,15,8,11,31,27,49,51,67,,,67,15,,12,6,109327,FL,1200 NW 78 AVENUE SUITE 114,727,2488001,,3841580,3689332,,19,33126
1,FLORIDA PATIENT CARE CORP,0,,74,1.64,1.1,0,0.5,16.5,6.2,0,23.9,,MIAMI,435,411,275,407,160,24,,4.2,40,19,5,6,24,22,41,63,59,69,,63,16,,18,7,109340,FL,1971 NW 7 ST  STE A101,627,1518306,,3285577,3224293,,15,33125
1,M A HOME HEALTH LLC,0,0,74,1.63,4,0,0.9,12.8,8,0,25.8,,MIAMI,153,,97,147,56,,0,5.2,37,18,5,8,27,25,42,59,67,71,,58,16,,12,7,109364,FL,2500 SW 107 AVE   STE 29,185,502082,,871630,846977,,,33165
1,CARE FIRST HOME HEALTH CORP,0,,74,1.56,0.6,0,0.1,15.6,1.7,0,17.9,17,HIALEAH GARDENS,639,618,364,607,275,21,,2.4,40,17,4,7,25,23,39,57,68,,,65,24,,9,5,109376,FL,8242 NW 103 ST,683,1800257,,3454773,3457269,,13,33016
1,ANANDA NURSING,0,0,74,1.64,0.5,0,0.5,6.4,11.4,0,18.8,,CLEARWATER,14,,,0,,,,4.8,29,7,0,14,14,14,29,36,50,43,,36,7,,7,0,109406,FL,13575 58TH ST N STE 256,15,32275,,47753,49602,,13,33760
1,LT HEALTH CARE CORP,0,0,74,1.63,2.8,0,0.1,13,10.7,0,26.5,,MIAMI,101,,62,90,39,,0,8.2,42,11,7,6,28,26,61,67,68,69,,62,27,,11,9,109514,FL,12340 SW 132ND CT,182,602714,,905805,851885,,,33186
1,OPTIMA HOME HEALTH INC,0,0,74,1.42,0,0,4.5,5.5,17.6,0.3,28,,TAMPA,25,,14,,11,,0,6.1,,12,4,12,36,24,28,,36,64,,40,0,32,52,16,109531,FL,6911 PISTOL RANGE RD STE 103A,82,323733,,272063,279226,,13,33626
1,RAPID HOME HEALTH SERVICES INC,,0,74,1.55,1,0,3,12.9,11.5,0,28.4,31,HIALEAH,760,726,425,704,335,34,,8.9,37,29,4,9,25,22,38,67,68,70,,,17,,15,5,109624,FL,664 EAST 25TH STREET SUITE 102,1033,3096070,,6433259,6003650,,23,33013
1,BOCA HOME HEALTH,0,0,74,2.46,1.1,0,0,6.3,23.9,0,31.3,,BOCA RATON,22,,,0,,,,7.8,23,18,23,14,41,45,9,55,59,64,,45,18,41,9,14,109632,FL,500 NE SPANISH RIVER BLVD STE 5,40,137500,,122188,117738,,17,33431
1,ACLARIS GROUP HOME LLC,0,0,74,2.2,3,0,2,4.9,16.3,0.1,26.4,,TAMPA,94,68,54,48,40,26,,7.7,50,17,10,4,41,37,33,50,65,61,,54,13,60,13,11,109633,FL,5301 N HABANA AVE STE 3 & 4,171,791779,,597782,602377,,38,33614
1,M & K HOME HEALTH CARE INC,0,,74,1.7,2,0,1.4,9.5,17.7,0,30.6,,MIAMI,137,,88,128,49,,0,9.4,42,17,5,7,31,39,37,62,73,71,,64,16,,20,4,109649,FL,2646 SW 87 AVE,178,566462,,801090,743754,,,33165
1,ASSURE HOME HEALTH,,0,74,2.36,1.2,0.2,1.4,6,11.2,0,20,16,DE BARY,143,61,82,14,61,82,,0.9,34,11,18,11,42,44,38,31,50,71,,57,11,55,10,10,109655,FL,75 FOX RIDGE CT UNIT D,269,914104,,701713,810292,,112,32713
1,ALL AMERICAN HOME HEALTH CORP,,0,74,1.52,0.3,0,0.2,15.4,1.7,0,17.6,71,PEMBROKE PINES,391,268,242,229,149,123,,1.7,32,15,6,9,23,23,24,45,68,66,,47,12,74,9,5,109690,FL,1601 N PALM AVE  STE 110-E,773,1575148,,3687234,3572819,,88,33026
1,MIA HOME HEALTH CARE SERVICES INC,0,,74,2.63,6.8,0.1,2,5.1,10.9,0,24.9,18,ORLANDO,66,35,46,22,20,31,,1.1,56,17,17,6,47,52,29,52,53,,,68,17,53,15,26,109692,FL,9645 EAST COLONIAL DRIVE SUITE 110,114,366493,,326990,353460,,23,32817
1,ALOHA HOME HEALTH SERVICES INC,0,0,74,2.13,6.1,0,1,8,38.9,0,53.9,,MIAMI,188,,114,173,74,,0,9.1,44,13,7,5,34,30,32,60,75,70,,65,15,,14,7,109725,FL,13335 SW 124 STREET SUITE 113,446,2445934,,1751620,1629923,,,33186
1,ACCURATE HEALTH SERVICES CORP,0,,74,2.14,3.2,0.1,1.7,6.1,13,0.2,24.2,99,TAMPA,360,207,186,100,174,153,,7.4,41,15,16,11,35,38,36,48,57,58,,50,11,57,19,13,109729,FL,8316 HANLEY RD STE 3-4,659,1758360,,2552710,2581889,,157,33634
